14-139GlRpn8,16-133ScRpn8
10.8031,7.17695931
10.715,6.64270288
10.8159,7.44981939
10.5658,7.42348543
10.209,7.10767612
10.4162,7.13280635
10.3009,7.02123397
10.4771,5.4163474
10.227,6.61697225
10.8106,6.0438423
10.7275,7.1519192
10.0758,6.09556504
10.3474,7.11418429
10.4127,6.79102677
8.77871,6.44380271
10.6984,6.86612487
9.84891,6.32501922
10.4372,6.67919343
10.3975,6.7467081
9.3548,7.37751209
10.2397,7.09770657
10.4387,7.34298325
10.4956,7.19358376
10.5089,7.39261706
11.1662,7.24824288
10.9034,7.00341146
11.2975,7.53929861
10.6756,7.04403039
10.8237,6.67934656
10.6542,7.30427481
10.9556,6.21659
10.8244,5.50609127
10.883,6.57356991
10.6601,7.241285
10.6822,7.68482318
10.8373,5.67140595
10.9346,6.81698153
11.0865,6.98704421
11.0907,6.76953139
10.2513,6.47495165
10.9544,7.26539574
9.96292,6.87750321
10.0431,6.70807027
11.4869,6.78429413
10.8533,6.9369713
10.4079,6.58537942
10.8898,7.21547074
10.886,6.68418212
11.0104,6.40875431
10.9222,5.80904337
9.16162,5.67048849
9.91703,7.46176832
8.99575,6.35549006
10.451,6.77171195
10.4788,8.39334613
10.4071,7.94642075
9.13691,7.03522978
9.59344,7.46776225
9.95999,6.1526484
10.5851,6.90267946
9.18012,6.73004717
8.54197,7.21580486
9.22527,6.86831833
8.51526,7.72329766
9.60431,7.40701731
9.7233,6.79904701
9.76083,7.30492714
9.51606,6.18835822
9.37271,6.92474253
9.12935,6.89431301
10.1017,6.99694219
10.3291,6.74664323
10.19,7.52823954
10.5804,7.45073763
10.7592,7.02993776
9.66852,6.67059112
10.1927,6.6445462
10.1082,6.95270263
9.941,6.52988139
10.445,6.50374803
11.3785,6.57586241
10.2107,6.88016072
11.6697,6.80870541
11.0815,6.89762621
10.3873,6.84861124
10.8984,7.37407551
11.1951,6.64449547
10.6944,6.43313662
10.8999,7.33545986
11.0921,7.49598437
11.3296,8.22436813
11.7661,7.63925686
10.4571,6.93449628
11.3071,6.57344136
11.3034,7.54473035
10.9598,6.89089885
9.97878,6.71474448
11.0172,6.85767868
10.3772,6.78106356
11.9129,8.64364102
10.2073,7.58720329
11.1455,7.96505545
11.2313,8.2634509
10.9026,7.6823243
10.6224,7.14419645
9.39685,7.22547419
11.3284,6.38741346
9.80411,6.42336752
10.6898,6.81649179
10.488,6.570043
10.4192,6.68903314
10.3693,6.6617839
10.9447,6.22659736
11.4844,6.17965218
11.7367,6.62019685
11.6469,6.66464471
12.2995,6.42991842
10.8928,5.93062229
11.3407,6.17707004
12.1223,6.32263989
11.9016,6.64878043
11.5532,6.44601109
11.996,7.55292585
11.0658,6.50636435
10.5103,7.12897485
10.3762,6.24138583
11.0837,7.05387563
10.9592,6.84871697
11.567,6.30515045
11.2206,6.63374618
11.2413,7.25605506
10.974,6.5749405
10.9137,6.9785108
11.622,6.55315522
11.4281,7.6118797
11.6468,7.49608129
11.9772,7.77425299
11.4057,7.70739967
11.3098,6.8428555
10.9403,7.50985606
11.5183,7.2205935
11.0723,7.12245627
11.4696,7.21011232
10.8245,7.3108747
9.93073,6.72911862
10.8357,7.37633386
11.915,7.54660657
12.0971,6.99945303
11.6716,7.48852917
10.6656,7.28893441
10.7934,7.70773618
10.4941,7.07286406
11.0481,7.26954667
11.3888,7.23822546
11.4116,7.09198103
11.1578,7.61565979
10.6107,7.2482838
10.9828,7.38063861
10.5383,7.07953774
9.89626,7.10302876
10.2281,7.02125632
11.2384,6.8401019
10.6043,6.68552453
11.3582,6.09055621
12.0413,7.62030509
11.5542,7.40164163
10.9283,7.59497103
10.5754,6.13267046
11.5281,6.39907712
11.0104,6.85135889
11.0017,6.69916405
11.2812,7.42377111
11.2448,7.57641068
11.2717,6.53519761
11.0408,7.78557867
11.2794,7.51433683
11.8205,7.52730553
10.8414,7.19834153
11.9115,7.20960353
10.8191,6.84916882
11.2124,6.73150604
11.0932,7.21120749
11.2886,6.7476215
11.4398,7.48383656
10.9077,7.0194472
11.4989,7.33199313
10.4371,7.06011467
10.7944,7.17761449
10.8586,6.72253497
11.7912,6.41671229
10.6651,6.52844861
10.0986,6.62971639
10.9236,6.90902006
11.2261,7.36749924
10.9825,7.29091573
11.1618,6.65184431
11.782,7.08126428
11.7397,7.53122046
11.2398,6.80006552
11.4509,6.10274972
10.634,6.94130839
11.8877,6.4503811
11.1257,6.63203917
10.1331,6.27656225
10.3297,6.97947165
10.9535,6.10417038
10.2701,6.00636796
10.4864,6.76757807
10.7078,6.29373335
10.7272,6.69329822
10.0078,6.99631796
10.1763,6.5874652
10.2317,7.07290239
11.283,6.4489835
11.0779,6.80821756
10.556,7.01291903
10.4593,6.91356511
10.2944,6.42833314
10.4396,7.38796314
11.6073,6.84264055
10.3849,7.53626817
10.6303,6.91540311
10.882,5.0485405
11.6364,7.43058277
11.9463,6.12665621
11.2764,7.17861195
11.1489,6.50528706
11.0616,6.47003618
10.3048,6.98774466
10.6796,6.80348867
10.5381,6.7251872
9.81189,6.85322295
10.2104,7.11354219
10.3966,6.74684723
11.1147,6.1608689
11.4342,7.42059718
11.2291,6.70636722
10.0014,6.25658881
10.7506,6.28847881
10.8806,7.36883986
10.4836,6.6206266
11.3569,5.97328022
9.67371,6.83796119
8.30185,7.65974555
8.7109,6.92606678
9.01414,6.96899485
10.0628,5.86538006
10.4766,5.92364325
11.3727,6.1555321
11.1071,5.63793689
10.4403,6.7023951
10.9321,6.34359677
10.3755,5.52987118
10.8717,5.85450502
11.9361,6.27565486
11.2024,6.19894828
11.674,6.46685279
11.3137,6.29312444
10.398,6.89013553
10.2005,6.56645967
10.9803,6.47295185
11.0998,5.25396871
10.9152,5.64827262
10.2675,6.24227864
9.55778,6.94334928
9.75553,6.30038832
11.2393,6.50438834
10.2928,7.11171094
11.6148,6.64758854
10.6499,7.66480007
10.6884,6.79258467
11.5087,7.32549628
10.9699,7.44990413
10.1478,7.06925875
11.324,6.07939999
9.82185,7.00206349
10.2409,6.4096006
10.6649,6.55910742
10.7989,6.00228118
11.2064,6.38007908
10.5745,7.18125709
10.278,7.12789766
9.9939,6.55012168
10.2206,6.78847351
11.2635,6.88311609
10.8709,7.60673396
10.3501,7.06502909
9.92106,7.09234204
10.9422,7.20316771
10.917,6.65350829
10.459,7.24876127
11.1468,7.03031173
11.5191,6.92795852
9.55891,6.96665062
10.3046,6.63703278
11.1987,6.10903963
11.521,6.39131931
10.1438,6.14982759
10.9377,6.69202691
11.6577,5.557764
11.9465,6.71288905
11.0182,6.94604395
11.9416,7.60614199
11.7708,5.77036939
10.7362,6.08061794
10.388,6.31526995
10.7038,6.97146122
11.4466,7.10383059
10.8997,6.78236183
10.4928,5.98865528
10.8325,6.40281661
12.1015,6.46163064
11.2625,6.31604309
12.1158,7.21512542
11.852,7.24568502
11.7352,7.92237571
10.7592,7.05409474
11.3009,6.50953489
11.2159,5.00664361
9.56146,6.57052236
11.187,6.64168296
9.99461,6.87449122
9.76059,6.47704588
10.7342,4.93534472
11.4506,5.45022104
10.5166,6.51852088
10.4355,5.46996951
9.75324,6.28226115
10.997,6.05844674
10.7441,6.19567628
11.3122,5.40318197
10.9133,5.94194226
10.8835,6.16900825
10.8138,7.31446389
10.7586,5.90237514
10.6629,5.80945354
9.99997,5.74433617
9.76123,5.25603422
10.3698,5.92360552
10.2174,6.09447924
11.1187,5.05565044
10.2473,5.04459529
9.13945,5.07529868
8.71572,5.71778584
9.93688,7.11097734
9.73714,6.95365225
9.89273,5.8911104
10.5261,5.207745
11.4575,6.82010438
10.2459,6.24899202
9.72922,4.96037355
11.7204,6.47077977
10.3147,5.82551484
11.6556,6.19401697
11.0247,6.93047578
10.773,6.34352535
10.0009,5.73700762
9.53759,6.85380669
9.81044,5.77382151
11.1883,5.88797547
10.1574,5.83276282
10.4337,6.41888565
10.6887,5.59703222
10.661,6.12741912
9.63718,5.93246951
11.322,5.4962656
10.2199,6.69103252
11.1088,5.9380393
11.6659,6.2194398
9.95543,5.98286792
11.1129,5.86351178
10.0525,6.38977993
11.2833,5.59239198
11.3135,5.91119853
11.6739,6.60449351
11.6865,6.22403655
10.8064,6.89507674
10.6384,6.84983453
10.8137,5.61221173
10.4369,5.99064252
10.8477,4.66829888
11.5881,5.08522558
11.44,5.78623246
10.9104,5.93770267
10.8981,6.09494445
10.5055,4.22383856
10.063,5.32022164
10.6725,4.48798604
10.0483,5.12266664
11.0411,4.44863412
11.3385,6.26620335
9.10167,5.72385506
9.7531,5.12349219
10.3783,6.40918889
10.9235,5.44181363
10.8168,5.49439923
10.4036,5.3188097
9.84665,5.94061518
9.85064,4.60382997
9.99663,5.24100454
10.0991,4.83575876
9.99983,5.10225682
9.84538,5.17410088
9.82603,5.92774823
11.1758,5.77070777
10.5441,5.06191079
10.2832,5.64281184
10.5247,5.14382848
10.1681,5.50215363
9.87825,4.98067942
10.3086,5.01209052
11.2,5.9513243
10.8201,5.69351166
11.1446,5.76334043
10.9386,4.25176981
11.3545,4.52946049
11.2168,5.19869863
11.1539,6.08447577
11.2865,6.59071519
10.6358,5.63273358
11.0917,6.21994218
10.3106,5.69704961
10.3463,6.15560306
10.3071,5.74494869
9.85708,5.95471076
10.533,6.23348367
10.4091,5.30453072
9.91123,6.10720045
10.4908,6.95160229
10.1757,6.79912516
10.903,6.09466939
9.69991,5.11484135
10.4301,7.71506196
10.5293,5.35385339
10.4601,6.10885809
10.6331,5.71344023
10.6296,6.03058118
10.7327,5.75212617
10.7721,5.17789365
10.3843,6.90042923
9.98988,5.27333038
10.2297,5.95352909
11.0566,5.21552646
11.2321,6.25865508
10.2535,5.65028222
9.51656,6.74349427
10.6773,6.2259401
10.8734,6.29248812
11.353,7.50934689
10.3238,5.20266759
9.61449,6.09534358
10.8735,6.44005694
9.39862,5.9502317
10.2916,5.89403988
10.0,7.95951131
11.3656,6.187355
9.97782,5.72594036
10.594,5.63116593
9.90599,6.75253586
10.2339,5.50652641
10.4268,5.5929678
11.4614,5.88217138
10.8503,5.67049709
9.58538,6.35535144
10.3207,6.66568984
10.2643,5.76832244
10.9927,5.97093273
11.3462,6.48181421
10.8002,6.81225838
11.0635,6.96905395
10.1859,6.71545294
10.2031,6.49143807
10.8923,5.14890909
11.2338,6.50819931
10.8465,5.72569054
10.8658,6.41980269
11.5135,5.5542271
10.821,6.68599832
10.2883,7.09511358
10.1315,6.71391137
10.7191,7.70786921
10.7225,6.81335723
10.6186,5.99411628
10.1701,6.74948653
10.8382,6.78657042
10.6184,7.428564
10.2995,6.50907423
10.6284,7.25913905
11.1767,7.29193068
10.5083,7.54038622
10.5135,7.4259017
10.6948,7.17025963
10.9747,6.6833683
10.899,7.09526809
11.1331,8.09980717
11.1198,7.94870916
10.2408,7.65027706
11.1809,7.71540756
11.2698,6.75901848
10.5087,6.41761838
10.196,6.2356331
10.0646,7.47717916
10.5344,6.88646401
9.41798,5.17884593
10.0479,6.24156942
10.646,6.09719291
11.4521,5.64472832
9.63189,6.1205526
11.6266,5.21341947
10.2056,6.81086697
11.649,6.82854041
10.5202,7.43722853
10.0328,7.45387551
10.3103,6.33552161
9.2952,4.95432673
9.90649,6.26567036
10.3685,5.96926336
9.8339,6.60982418
10.5112,5.56349441
9.90142,6.56864645
9.85239,6.54030171
9.67492,6.49817713
10.0049,6.29537891
9.88556,6.77622149
10.0347,6.49499982
10.6544,7.40703572
10.3764,5.96298063
10.5853,5.76011384
10.2386,6.36330151
10.5697,5.83573683
11.2977,5.98820268
10.3892,6.39047028
10.5713,5.75063468
11.5419,6.04425931
10.702,3.89533794
11.5108,4.70899209
10.9546,5.32904684
9.597,6.6755419
8.80477,7.28294574
9.69118,6.99116664
10.4483,6.713334
9.116,5.27372996
10.5116,4.72700374
10.3376,5.02360421
11.0613,7.67849912
10.6755,6.91046526
10.591,6.03996169
10.667,7.65379067
9.40539,7.03281799
9.71589,7.04403476
10.2048,5.96648469
10.3142,7.74135943
9.42817,6.46054358
10.4349,7.63991337
10.7957,6.48333547
10.2821,5.95813301
9.9355,6.92798271
10.4851,6.17021063
10.5855,7.00772194
9.86095,7.50305916
10.3208,7.70399634
10.9001,7.7735866
11.1565,6.42947917
9.90726,7.24919365
10.6201,6.36422484
9.69784,7.65897477
10.5294,6.57700094
9.93324,7.07141568
10.1568,6.09150546
9.52748,7.24378352
10.6961,7.19962212
9.78513,6.45407137
10.3357,6.21872696
9.93539,6.14389024
9.83659,6.57354114
10.3318,6.18961769
9.68131,7.18175058
10.2191,6.28717944
9.83677,5.07914149
9.94788,4.86347526
9.69726,5.45234962
10.9852,5.47361899
10.321,6.0876184
9.48801,6.20021056
9.83344,5.40352121
9.55241,6.42163779
10.5229,6.71476722
9.602,7.28716986
7.96726,7.22082531
9.28155,5.95631851
9.52553,6.4684498
10.1558,6.48940487
9.0774,7.08788633
9.00813,7.0349073
10.8616,7.43171427
11.2698,6.80530765
10.4618,7.6223227
10.045,7.24942125
11.191,6.35628167
10.2586,7.00730416
9.93653,6.06762918
11.3915,6.09470751
9.8599,6.54827588
10.0226,6.58907324
11.234,6.41898232
10.3591,6.35056508
10.7594,6.07181673
10.2805,6.76061616
9.90817,6.26512432
10.5005,5.60281895
10.8552,7.29230902
10.7001,7.02101534
9.91281,6.45721231
10.1039,4.98928383
10.1508,6.95709281
9.44631,5.16144456
10.8335,6.22449097
11.0033,5.67466409
10.6692,6.40324078
10.796,7.82263436
11.0087,6.507963
10.1087,6.09110812
9.47823,6.31388104
10.6366,6.52816394
9.55293,6.25489278
10.5353,6.78949641
10.8268,6.40975817
9.74154,6.13839056
10.146,6.58602564
10.0987,6.45532302
9.95409,7.44175122
10.551,6.66644511
11.2041,6.44354613
9.39769,7.26883543
10.3334,7.09701215
10.6325,6.58211648
10.1491,6.4647618
9.12902,7.59798836
10.5329,6.88082427
9.85243,6.41144471
9.91506,5.0567811
8.86895,5.8145792
11.3227,7.21664035
10.9111,7.77486664
11.0423,6.67776785
10.5885,7.72366229
10.4332,6.94708732
9.13282,7.02313887
9.70799,7.17874465
9.51883,7.04739365
9.86939,7.30369935
10.5523,6.79607453
10.8095,7.17295727
11.429,7.55389036
10.4907,6.71943444
10.3225,8.05312213
11.0309,6.98209528
10.7792,7.19033532
9.43471,6.8306849
9.63323,7.17962913
10.2804,7.59055097
9.969,7.07011126
10.9998,7.16067959
10.7675,7.57802906
10.8853,7.32068036
9.50161,6.9976365
10.0667,6.88234276
10.4984,7.50597414
10.8142,8.10338588
10.046,6.85544933
10.4958,6.490504
10.7649,6.90696255
11.053,6.8836776
10.7301,7.99168971
10.3891,7.19168499
10.3298,7.7913767
10.3118,8.01172716
10.0675,8.03774923
10.3075,7.90724189
10.3905,6.81547746
10.6539,7.58996641
10.8395,7.30574058
10.7074,6.71582329
10.8085,6.7473554
10.2089,7.81354346
11.751,7.69358417
10.2543,7.36210452
9.38348,7.3652084
10.1977,7.96077361
9.95929,5.72812091
10.3687,7.09236371
11.511,5.55258153
11.3842,7.12870801
10.452,7.07106257
11.8719,6.90733059
10.806,6.84587848
10.8234,7.67634079
11.1241,7.37020119
11.4509,6.2607747
11.4197,6.50454593
10.9036,7.19193037
11.36,6.89325796
11.4209,6.43370972
10.9284,7.55290914
11.2288,6.62788149
11.073,7.12452373
10.2188,7.5497847
10.5942,7.42871531
10.3891,6.76813759
10.6387,7.56433768
10.0344,7.86493292
10.8772,6.79046958
10.3861,6.79270773
9.8686,7.68761707
10.519,7.4804623
10.8324,7.34432264
10.2792,7.31384821
10.8821,7.05918106
10.6777,7.82679387
10.1931,7.22288212
10.9028,6.83598824
12.5994,7.09689125
10.6274,7.61124895
10.7332,7.27086857
11.1791,7.60716089
10.2871,6.91547718
10.7461,7.29527149
10.921,6.10257806
10.3753,6.82607208
10.0318,7.42217708
10.909,7.34438226
11.0876,7.55226005
10.3074,6.85149864
10.9551,7.65629176
10.9068,8.06593719
10.2965,7.06756
9.94383,6.77437232
10.2876,5.84153995
9.8446,6.70184442
10.4781,6.62187582
10.19,6.30524678
11.5565,5.26642143
9.86367,7.01793509
9.5772,6.49747048
9.57698,7.20516863
10.7802,7.97765948
9.87798,7.86252238
8.70929,7.60247932
9.15931,7.55212565
9.98586,7.43233689
10.2135,7.32459887
